NPI,Payment_Type,Total_Payment_USDollars,Interaction
1700375698.0,Cash or cash equivalent,25534.0,1
1700318599.0,Cash or cash equivalent,8208.5,8
1700315280.0,Cash or cash equivalent,263759.0,14
1700315280.0,In-kind items and services,346051.02999999997,31
1700298064.0,Cash or cash equivalent,3549.0,1
1700294311.0,Cash or cash equivalent,16479.0,4
1700291036.0,Cash or cash equivalent,1250.0,1
1700273760.0,Cash or cash equivalent,82314.63,28
1700273760.0,In-kind items and services,2257.2,1
1700273349.0,Cash or cash equivalent,16062.0,4
1700268968.0,Cash or cash equivalent,28474.0,1
1700267986.0,Cash or cash equivalent,99681.09,8
1700267986.0,In-kind items and services,526.0,1
1700249919.0,Cash or cash equivalent,59523.8,17
1700249117.0,Cash or cash equivalent,19471.43,12
1700240843.0,Cash or cash equivalent,12971.0,15
1700236072.0,Cash or cash equivalent,186605.64,7
1700225117.0,Cash or cash equivalent,1163830.32,5
1700222148.0,In-kind items and services,16455.78,2
1700220340.0,Cash or cash equivalent,48547.54,3
1700208915.0,Cash or cash equivalent,42087.6,9
1700205143.0,Cash or cash equivalent,16860.98,1
1700204997.0,Cash or cash equivalent,12262.18,1
1700204534.0,Cash or cash equivalent,44185.0,5
1700203940.0,Cash or cash equivalent,45400.0,1
1700199445.0,Cash or cash equivalent,3479.5,4
1700197951.0,Cash or cash equivalent,2750.0,3
1700194966.0,Cash or cash equivalent,2500.0,4
1700194966.0,In-kind items and services,6498.0,1
1700185089.0,Cash or cash equivalent,262027.18,28
1700185089.0,In-kind items and services,3471.86,4
1700179660.0,In-kind items and services,596.3,1
1700178209.0,Cash or cash equivalent,223260.0,185
1700176369.0,Cash or cash equivalent,39972.4,1
1700173895.0,Cash or cash equivalent,25179.7,2
1700171493.0,Cash or cash equivalent,134195.4,14
1700171493.0,In-kind items and services,169860.0,4
1700171386.0,Cash or cash equivalent,28673.920000000002,80
1700171212.0,In-kind items and services,187.21,1
1700170180.0,Cash or cash equivalent,30249.44,18
1700159555.0,Cash or cash equivalent,86722.13,31
1700159555.0,In-kind items and services,598697.4199999999,21
1700157450.0,Cash or cash equivalent,111076.2,3
1700154275.0,Cash or cash equivalent,155.28,1
1700152592.0,Cash or cash equivalent,1300.0,1
1700152592.0,In-kind items and services,1166.62,1
1700150885.0,Cash or cash equivalent,51826.0,11
1700149663.0,Cash or cash equivalent,24950.0,2
1700149663.0,In-kind items and services,374.0,1
1700149028.0,Cash or cash equivalent,18822.989999999998,5
1700144938.0,Cash or cash equivalent,74396.8,13
1700144532.0,Cash or cash equivalent,280777.33,2
1700143971.0,Cash or cash equivalent,49065.97,22
1700143229.0,Cash or cash equivalent,237236.24,1
1700140670.0,In-kind items and services,125160.0,5
1700140621.0,Cash or cash equivalent,275378.69,34
1700140621.0,In-kind items and services,37587.42,231
1700128295.0,Cash or cash equivalent,140000.0,2
1700128154.0,In-kind items and services,877.83,1
1700120102.0,Cash or cash equivalent,306569.0,2
1700116712.0,Cash or cash equivalent,80664.65,12
1700115763.0,Cash or cash equivalent,10608.0,5
1700115763.0,In-kind items and services,43.8,1
1700107075.0,Cash or cash equivalent,199070.77,371
1700106721.0,Cash or cash equivalent,10721.0,1
1700104957.0,Cash or cash equivalent,41650.0,1
1700104346.0,Cash or cash equivalent,7765.2,9
1700104221.0,Cash or cash equivalent,83070.0,6
1700104197.0,Cash or cash equivalent,24719.260000000002,3
1700102928.0,Cash or cash equivalent,4504.75,3
1700102159.0,Cash or cash equivalent,15187.02,6
1700102159.0,In-kind items and services,686.37,1
1700101698.0,Cash or cash equivalent,46047.94,5
1700101698.0,In-kind items and services,596.0,1
1700101102.0,Cash or cash equivalent,122566.99,3
1700100575.0,Cash or cash equivalent,16395.0,1
1700100294.0,Cash or cash equivalent,4908.9,1
1700100229.0,In-kind items and services,139.19,1
1700096088.0,Cash or cash equivalent,16875.0,1
1700095510.0,Cash or cash equivalent,22050.0,10
1700089331.0,Cash or cash equivalent,53991.07,17
1700088879.0,Cash or cash equivalent,9642.0,2
1700088804.0,Cash or cash equivalent,23276.25,6
1700087897.0,Cash or cash equivalent,24500.0,1
1700087806.0,Cash or cash equivalent,81637.63,23
1700086410.0,Cash or cash equivalent,795248.48,46
1700086410.0,In-kind items and services,802.24,1
1700085222.0,Cash or cash equivalent,15776.0,1
1700084613.0,Cash or cash equivalent,5236.91,1
1700082070.0,Cash or cash equivalent,9415.38,1
1700082005.0,Cash or cash equivalent,7175.0,4
1700080520.0,Cash or cash equivalent,42284.0,14
1700080298.0,Cash or cash equivalent,51529.74,61
1700078409.0,Cash or cash equivalent,371741.36,2
1700078409.0,In-kind items and services,213.34,2
1700078250.0,Cash or cash equivalent,10000.0,1
1700074820.0,Cash or cash equivalent,51665.93,7
1700074614.0,Cash or cash equivalent,316481.92,37
1700074614.0,In-kind items and services,2423.35,2
1700070273.0,Cash or cash equivalent,34121.2,18
1700064771.0,Cash or cash equivalent,137757.34,4
1700060472.0,Cash or cash equivalent,34898.8,2
1700060472.0,In-kind items and services,82.89,1
1700059615.0,Cash or cash equivalent,87177.0,1
1700059615.0,In-kind items and services,12966.0,1
1700058021.0,Cash or cash equivalent,2220.0,2
1700057882.0,Cash or cash equivalent,4045.0,1
1700057882.0,In-kind items and services,53203.84,1
1700055811.0,Cash or cash equivalent,25715.4,4
1700053444.0,Cash or cash equivalent,10000.0,3
1700050598.0,Cash or cash equivalent,10746.88,1
1700050598.0,In-kind items and services,194499.63,1
1700050275.0,Cash or cash equivalent,3017.0,2
1700050275.0,In-kind items and services,594.0,1
1700049707.0,Cash or cash equivalent,120394.8,12
1700049707.0,In-kind items and services,140170.76,8
1700049129.0,Cash or cash equivalent,178750.72,9
1700048451.0,In-kind items and services,35.0,2
1700047594.0,Cash or cash equivalent,4550.0,3
1700046943.0,Cash or cash equivalent,3847.5,1
1700045945.0,Cash or cash equivalent,61498.0,17
1700045945.0,In-kind items and services,3930.36,1
1700045713.0,Cash or cash equivalent,346299.96,143
1700045713.0,In-kind items and services,132873.31,1
1700045655.0,Cash or cash equivalent,30500.0,7
1700045051.0,Cash or cash equivalent,680.0,2
1700044336.0,Cash or cash equivalent,60263.5,12
1700044054.0,Cash or cash equivalent,323438.08,75
1700044054.0,In-kind items and services,835297.2,1
1700043882.0,Cash or cash equivalent,83720.1,5
1700042389.0,Cash or cash equivalent,7193.75,3
1700033164.0,Cash or cash equivalent,9677.0,2
1700032273.0,Cash or cash equivalent,13000.0,7
1700029196.0,Cash or cash equivalent,24549.32,1
1700027000.0,Cash or cash equivalent,41720.0,3
1700027000.0,In-kind items and services,341.19,2
1700024577.0,Cash or cash equivalent,8812.0,4
1700017217.0,Cash or cash equivalent,14689.35,1
1700017217.0,In-kind items and services,24159.489999999998,2
1700016219.0,Cash or cash equivalent,3355.0,1
1700015864.0,Cash or cash equivalent,109542.29,13
1700015625.0,Cash or cash equivalent,881700.87,2
1700014222.0,Cash or cash equivalent,121204.8,19
1700014222.0,In-kind items and services,1999.92,1
1700013174.0,Cash or cash equivalent,33245.0,23
1700012317.0,Cash or cash equivalent,5500.0,1
1699985689.0,Cash or cash equivalent,474220.6,32
1699985689.0,In-kind items and services,13551.5,3
1699985002.0,Cash or cash equivalent,331756.48,310
1699985002.0,In-kind items and services,0.01,1
1699984377.0,Cash or cash equivalent,22200.0,1
1699983825.0,Cash or cash equivalent,1788.82,2
1699983155.0,Cash or cash equivalent,339906.49,60
1699982884.0,Cash or cash equivalent,171805.24,53
1699981191.0,Cash or cash equivalent,13218.380000000001,6
1699978122.0,Cash or cash equivalent,14189.96,4
1699978098.0,Cash or cash equivalent,70841.28,2
1699975540.0,Cash or cash equivalent,40642.3,3
1699975268.0,Cash or cash equivalent,34375.92,11
1699973669.0,Cash or cash equivalent,143503.0,21
1699971945.0,Cash or cash equivalent,12866.0,4
1699971556.0,Cash or cash equivalent,205753.2,4
1699971556.0,In-kind items and services,23481.23,2
1699971465.0,Cash or cash equivalent,2500.0,1
1699970525.0,Cash or cash equivalent,53150.0,6
1699968966.0,Cash or cash equivalent,54550.0,1
1699967281.0,Cash or cash equivalent,80720.32,1
1699966861.0,Cash or cash equivalent,86164.98,5
1699966861.0,In-kind items and services,4500.52,3
1699962084.0,In-kind items and services,106895.68000000001,10
1699959114.0,Cash or cash equivalent,500.0,1
1699956748.0,Cash or cash equivalent,147830.91,24
1699956748.0,In-kind items and services,616.65,1
1699952820.0,Cash or cash equivalent,19200.0,2
1699952275.0,Cash or cash equivalent,49322.5,9
1699951202.0,Cash or cash equivalent,101093.52,16
1699948455.0,Cash or cash equivalent,257165.47,16
1699948281.0,Cash or cash equivalent,11615.0,9
1699947655.0,Cash or cash equivalent,371479.07,17
1699947655.0,In-kind items and services,284.0,1
1699947002.0,Cash or cash equivalent,172772.0,9
1699947002.0,In-kind items and services,5255.9,1
1699944611.0,Cash or cash equivalent,9368.0,2
1699944611.0,In-kind items and services,195.92,1
1699942714.0,Cash or cash equivalent,19962.27,171
1699942177.0,Cash or cash equivalent,4200.0,1
1699942177.0,In-kind items and services,14006.59,1
1699940627.0,Cash or cash equivalent,3500.0,5
1699940551.0,Cash or cash equivalent,47781.0,9
1699940551.0,In-kind items and services,440555.44,11
1699939314.0,Cash or cash equivalent,85009.42,5
1699939074.0,Cash or cash equivalent,39139.0,1
1699938795.0,Cash or cash equivalent,1792.5,3
1699938449.0,Cash or cash equivalent,20495.0,1
1699937896.0,Cash or cash equivalent,173732.7,38
1699936252.0,Cash or cash equivalent,69096.27,2
1699935999.0,Cash or cash equivalent,62544.36,4
1699935528.0,Cash or cash equivalent,33523.0,8
1699935114.0,Cash or cash equivalent,144934.0,12
1699934844.0,Cash or cash equivalent,36720.0,2
1699934067.0,Cash or cash equivalent,20851.0,1
1699934067.0,In-kind items and services,2940.22,1
1699933234.0,Cash or cash equivalent,264345.64,2
1699933069.0,Cash or cash equivalent,115690.69,4
1699932798.0,Cash or cash equivalent,5144.0,1
1699927137.0,Cash or cash equivalent,6924.0,5
1699927020.0,Cash or cash equivalent,84185.8,2
1699927020.0,In-kind items and services,7040.63,2
1699920876.0,Cash or cash equivalent,781208.48,2
1699920876.0,In-kind items and services,1904950.75,1
1699919324.0,Cash or cash equivalent,18800.0,1
1699917799.0,Cash or cash equivalent,122894.28,13
1699917799.0,In-kind items and services,501.62,1
1699917096.0,Cash or cash equivalent,87700.0,1
1699917096.0,In-kind items and services,1519.67,1
1699917047.0,Cash or cash equivalent,10000.0,1
1699911123.0,Cash or cash equivalent,132684.0,7
1699909879.0,Cash or cash equivalent,23096.2,9
1699905190.0,Cash or cash equivalent,3689.36,4
1699903831.0,Cash or cash equivalent,18883.0,7
1699902965.0,Cash or cash equivalent,21236.0,1
1699902858.0,Cash or cash equivalent,231.9,1
1699902577.0,Cash or cash equivalent,61994.88,37
1699901389.0,Cash or cash equivalent,42400.0,1
1699901199.0,Cash or cash equivalent,188515.78,6
1699900480.0,Cash or cash equivalent,1733.0,3
1699899724.0,In-kind items and services,3914.61,6
1699899047.0,Cash or cash equivalent,10810495.0,4
1699899047.0,In-kind items and services,17606799.25,12
1699896688.0,Cash or cash equivalent,8071.12,2
1699893362.0,Cash or cash equivalent,15680.0,13
1699886671.0,Cash or cash equivalent,2500.0,1
1699884072.0,Cash or cash equivalent,404301.33999999997,23
1699884072.0,In-kind items and services,639.57,1
1699883595.0,Cash or cash equivalent,45519.25,8
1699883207.0,Cash or cash equivalent,60228.08,11
1699881037.0,Cash or cash equivalent,81305.75,15
1699881003.0,Cash or cash equivalent,13960.0,1
1699880856.0,Cash or cash equivalent,133.0,1
1699874578.0,Cash or cash equivalent,11313.0,2
1699873430.0,Cash or cash equivalent,21906.4,8
1699871533.0,Cash or cash equivalent,168822.19,22
1699871533.0,In-kind items and services,5685.160000000001,3
1699867598.0,Cash or cash equivalent,26716.5,8
1699866269.0,Cash or cash equivalent,1000.0,1
1699865873.0,Cash or cash equivalent,7260.719999999999,6
1699865840.0,Cash or cash equivalent,50266.71,18
1699865840.0,In-kind items and services,20.11,2
1699862706.0,Cash or cash equivalent,56013.71,2
1699862706.0,In-kind items and services,94560.0,1
1699862102.0,Cash or cash equivalent,27863.22,13
1699862102.0,In-kind items and services,14044.33,5
1699860981.0,Cash or cash equivalent,63023.55,1
1699859652.0,Cash or cash equivalent,30997.7,9
1699859652.0,In-kind items and services,1440.0,1
1699858845.0,Cash or cash equivalent,11853.98,6
1699858514.0,Cash or cash equivalent,376650.33,51
1699858514.0,In-kind items and services,60784.98,4
1699856450.0,Cash or cash equivalent,37999.7,2
1699856450.0,In-kind items and services,901.16,2
1699855635.0,Cash or cash equivalent,172720.0,16
1699855619.0,Cash or cash equivalent,42731.41,13
1699852541.0,Cash or cash equivalent,2300.0,2
1699851535.0,Cash or cash equivalent,35392.3,33
1699851154.0,Cash or cash equivalent,1227649.75,5
1699850461.0,Cash or cash equivalent,524087.22,55
1699850461.0,In-kind items and services,388.75,1
1699850404.0,Cash or cash equivalent,595085.24,101
1699850404.0,In-kind items and services,14412.25,4
1699850313.0,Cash or cash equivalent,67476.25,1
1699849646.0,Cash or cash equivalent,43478.28,19
1699849646.0,In-kind items and services,3558.0,4
1699849349.0,Cash or cash equivalent,15402.1,13
1699848416.0,Cash or cash equivalent,21697.2,2
1699846527.0,Cash or cash equivalent,2576.2,3
1699846527.0,In-kind items and services,1854.0,1
1699843128.0,Cash or cash equivalent,30539.1,9
1699843128.0,In-kind items and services,23031.79,1
1699842138.0,Cash or cash equivalent,1200.0,1
1699841957.0,Cash or cash equivalent,72150.0,2
1699840314.0,Cash or cash equivalent,69837.12,18
1699840314.0,In-kind items and services,2303.52,1
1699839597.0,Cash or cash equivalent,88227.54000000001,6
1699838102.0,Cash or cash equivalent,355338.89,9
1699834796.0,Cash or cash equivalent,1169978.69,165
1699834796.0,In-kind items and services,372.06,2
1699833491.0,Cash or cash equivalent,9364.76,1
1699830976.0,Cash or cash equivalent,137893.0,6
1699829234.0,Cash or cash equivalent,9050.0,1
1699824730.0,Cash or cash equivalent,127847.59999999999,4
1699822379.0,Cash or cash equivalent,20826.23,2
1699821942.0,In-kind items and services,60000.0,1
1699819920.0,Cash or cash equivalent,29477.4,14
1699816116.0,Cash or cash equivalent,46583.76,7
1699811547.0,Cash or cash equivalent,24164.1,31
1699810507.0,Cash or cash equivalent,201152.63999999998,32
1699809806.0,Cash or cash equivalent,5805.0,15
1699807065.0,Cash or cash equivalent,257.9,1
1699801308.0,Cash or cash equivalent,158216.0,2
1699799023.0,Cash or cash equivalent,10382.5,1
1699798686.0,Cash or cash equivalent,26423.15,39
1699798322.0,Cash or cash equivalent,123424.93,49
1699797845.0,Cash or cash equivalent,62964.0,2
1699797290.0,Cash or cash equivalent,3614198.96,410
1699797290.0,In-kind items and services,89310.48000000001,26
1699797175.0,Cash or cash equivalent,62801.3,18
1699796326.0,Cash or cash equivalent,200746.04,13
1699795856.0,Cash or cash equivalent,13891.4,1
1699795856.0,In-kind items and services,53498.38,1
1699795245.0,Cash or cash equivalent,1666182.3,85
1699795245.0,In-kind items and services,2073.6,1
1699794636.0,Cash or cash equivalent,15000.0,1
1699794297.0,Cash or cash equivalent,1297.5,1
1699793042.0,Cash or cash equivalent,5894.39,1
1699792168.0,Cash or cash equivalent,116085.14,4
1699792119.0,Cash or cash equivalent,141256.14,15
1699785295.0,Cash or cash equivalent,263712.61,263
1699785295.0,In-kind items and services,280.0,1
1699784710.0,Cash or cash equivalent,543.0,1
1699784215.0,In-kind items and services,72392.25,2
1699783563.0,Cash or cash equivalent,83603.6,9
1699782425.0,Cash or cash equivalent,186098.4,7
1699781229.0,Cash or cash equivalent,14734.0,10
1699781229.0,In-kind items and services,1382.16,2
1699779975.0,Cash or cash equivalent,212794.23,36
1699779975.0,In-kind items and services,15351.03,190
1699778043.0,Cash or cash equivalent,340300.0,3
1699777565.0,Cash or cash equivalent,384046.25,25
1699777565.0,In-kind items and services,672.32,3
1699775767.0,Cash or cash equivalent,83248.37,19
1699775767.0,In-kind items and services,79056.0,1
1699775437.0,Cash or cash equivalent,361841.24,39
1699775437.0,In-kind items and services,684.6800000000001,2
1699771790.0,Cash or cash equivalent,3250.0,2
1699770602.0,Cash or cash equivalent,1972.0,1
1699770321.0,Cash or cash equivalent,748419.65,27
1699770107.0,Cash or cash equivalent,308358.78,41
1699769257.0,Cash or cash equivalent,9628.2,6
1699768481.0,Cash or cash equivalent,446685.01,11
1699768481.0,In-kind items and services,7011.33,5
1699768283.0,Cash or cash equivalent,17042.49,12
1699765826.0,Cash or cash equivalent,44024.57,5
